Filename,Right Ascension,Declination,Catalogue Peak,Unseen,Estimated Peak,Estimation Error (95%)
B2_2112+31,318.71025,31.50589,12.62,False,12.56,0.66
B2_2113+29,318.87256,29.56066,12.62,False,12.61,0.63
B2_2114+33,319.06049,33.65567,14.90,False,14.6,0.63
B2_2125+35,321.92929,36.21826,15.58,False,15.28,0.54
B2_2138+38,325.07062,39.19579,0.00,True,13.2,2.29
B2_2155+31,329.3701,31.45038,12.97,False,12.79,0.67
B2_2214+24B,334.25342,24.36277,13.04,True,13.12,0.95
B2_2234+28A,339.09362999999996,28.482609999999998,12.96,False,12.86,0.65
B2_2308+34,347.7722,34.4197,12.99,False,12.69,0.61
B2_2319+31,350.47898,32.06878,12.76,False,12.65,0.7
B2_2334+23,354.1754,23.92478,13.00,False,17.32,0.87
B2_2356+39,359.7494,39.37453,12.65,False,12.81,0.78
B3_0020+446,5.89768,44.94327,0.00,True,12.71,0.69
B3_0021+464,6.08974,46.73506,0.00,True,12.77,0.78
B3_0037+405,10.0575,40.8344,13.28,False,17.59,0.79
B3_0038+377,10.345999999999998,37.98217,15.26,False,15.47,2.07
B3_0045+395,11.9801,39.816,0.00,False,15.98,0.92
B3_0129+431,23.18386,43.425740000000005,13.35,True,13.13,0.91
B3_0133+388,24.13583,39.099779999999996,16.05,False,16.19,0.87
B3_0143+458,26.61052,46.10497,0.00,True,13.97,0.98
B3_0159+418,30.681890000000003,42.08787,13.04,True,13.22,0.86
B3_0220+390,35.86831,39.21425,13.56,False,13.87,0.81
B3_0227+403,37.690459999999995,40.54807,12.73,False,12.73,0.74
B3_0307+380,47.70783,38.248290000000004,12.56,False,12.74,0.76
B3_0308+413,47.88555,41.57346,14.81,True,13.89,1.26
B3_0309+411B,48.258179999999996,41.333659999999995,13.15,False,13.34,0.9
B3_0327+467A,52.63595,46.9398,0.00,True,12.39,1.04
B3_0330+399,53.445080000000004,40.11072,0.00,True,14.25,0.77
B3_0345+460,57.32809,46.16657,0.00,True,12.52,0.65
B3_0350+465,58.62505,46.72187,0.00,True,12.42,0.69
B3_0407+421,62.74961,42.26914,13.64,True,13.19,0.85
B3_0416+400,65.05601999999999,40.18926,0.00,False,16.17,1.22
B3_0509+406,78.21893,40.69545,13.60,True,13.38,1.26
B3_0548+378B,88.07474,37.90702,12.59,False,13.09,1.23
B3_0609+413,93.21327,41.37706,14.35,False,14.26,1.28
B3_0644+454,101.95796,45.41967,13.25,False,13.09,0.74
B3_0650+453,103.59881,45.23987,12.97,False,12.69,0.61
B3_0651+428,103.68136,42.79965,13.41,False,14.57,0.94
B3_0701+451,106.21236999999999,45.04495,13.61,False,13.89,0.8
B3_0757+441,120.28448,44.019490000000005,13.27,False,13.35,0.96
B3_0803+452,121.63946999999999,45.07563,12.68,False,12.69,0.74
B3_0819+408,125.73982,40.69716,13.13,False,12.94,0.83
B3_0824+420,127.05925,41.897690000000004,0.00,False,16.93,0.89
B3_0831+442,128.7425,44.060590000000005,13.80,True,13.89,0.96
B3_0850+443,133.54121,44.14175,14.84,False,15.76,1.84
B3_0908+416B,138.04838999999998,41.43593,13.24,False,12.53,0.67
B3_0920+416,140.88044,41.42429,13.01,False,12.71,0.78
B3_0942+468,146.42537,46.614059999999995,12.76,False,13.23,0.93
B3_1009+427,153.18461000000002,42.499190000000006,14.60,False,16.53,0.87
B3_1029+378,158.16967,37.64076,14.07,False,14.41,0.75
B3_1038+392,160.45479,39.022079999999995,0.00,False,16.57,1.1
B3_1055+433,164.51218,43.0782,13.58,False,12.89,1.09
B3_1143+446A,176.41496,44.33106,13.23,False,12.55,0.75
B3_1151+386,178.42879,38.38497,13.77,False,15.58,1.52
B3_1151+408,178.47775,40.61462,12.96,False,13.58,1.62
B3_1159+450,180.53609,44.73958,14.14,True,14.88,0.99
B3_1206+416,182.34495,41.32816,13.58,False,14.06,1.29
B3_1222+438,186.21461000000002,43.58869,13.18,False,12.69,0.67
B3_1239+429,190.37509,42.6606,13.64,False,12.69,0.99
B3_1307+433,197.35636,43.08488,14.72,False,14.65,0.58
B3_1330+476,203.18853000000001,47.37296,12.65,False,12.76,0.98
B3_1343+451,206.38822,44.88321,12.38,False,12.78,0.88
B3_1417+385,214.94422000000003,38.36347,12.50,False,12.75,0.75
B3_1432+422,218.52372999999997,42.05444,13.24,False,12.71,0.73
B3_1441+476,220.82733,47.43242,13.52,False,13.08,0.72
B3_1456+375,224.68663999999998,37.33934,12.91,False,13.28,0.95
B3_1510+472,228.05944,47.05922,13.09,True,12.86,0.81
B3_1518+423,230.16551,42.18651,0.00,True,13.78,1.04
B3_1520+437,230.45672000000002,43.61091,12.10,False,12.4,0.72
B3_1614+473,243.92171000000002,47.1867,14.12,False,14.5,0.77
B3_1615+412,244.27636,41.11306,13.40,False,14.34,1.35
B3_1624+414,246.49029,41.57795,12.13,False,12.47,0.52
B3_1635+458,249.3611,45.79695,15.04,False,15.94,0.84
B3_1642+458,251.08321,45.778999999999996,0.00,False,15.93,1.46
B3_1659+399,255.35265,39.9103,13.56,True,13.41,0.9
B3_1708+433,257.42118999999997,43.31237,13.11,False,12.82,0.67
B3_1742+378,265.94852000000003,37.79829,12.95,False,12.59,1.03
B3_1746+470,266.86102999999997,46.98081,0.00,False,12.66,0.66
B3_1747+433,267.2515,43.36425,13.18,True,12.9,0.84
B3_1751+455A,268.10907000000003,45.51651,13.70,False,13.42,1.42
B3_1812+412,273.5946,41.21822,12.95,False,12.79,0.74
B3_2118+443,320.13239,44.57618,12.95,False,12.51,0.74
B3_2140+447,325.53733,45.019009999999994,0.00,True,13.22,0.95
B3_2207+432,332.36455,43.480309999999996,0.00,True,13.36,1.03
B3_2238+410,340.28002000000004,41.33656,13.04,True,13.52,0.92
B3_2247+381,342.52395,38.41033,16.36,False,16.7,1.04
B3_2251+428,343.48401,43.075390000000006,0.00,True,14.07,1.34
B3_2314+377,349.29282,37.99675,13.70,False,12.91,0.92
B3_2319+444,350.58477999999997,44.76178,12.23,False,12.78,0.72
B3_2322+396,351.32446,39.96014,13.53,True,13.54,1.16
B3_2355+382,359.60489,38.48236,0.00,False,16.14,1.12
B3_2358+474,0.32934,47.7002,14.00,False,13.17,0.94
BL_Lac,330.68037999999996,42.277770000000004,13.59,False,13.16,1.12
Cen_A,201.36506,-43.01911,12.62,False,12.75,1.6
Cen_A_Lobes,201.0,-43.5,0.00,True,12.27,1.26
Cen_B,206.70459,-60.40833000000001,11.95,False,13.53,1.29
CGCG_050-083,235.89136000000002,4.8720300000000005,14.48,False,14.99,1.5
CGRaBS_J0006-0623,1.55789,-6.39315,12.92,False,13.05,1.43
Circinus_galaxy,213.29171000000002,-65.34571,0.00,True,15.14,3.24
CLASS_J1102+2241,165.51311,22.69892,12.84,False,12.4,0.91
CLASS_J1333+5057,203.4741,50.95998,13.56,False,12.97,0.85
CLASS_J1454+1623,223.5869,16.40677,12.86,False,12.63,0.82
CLASS_J1627+0251,246.9756,2.85261,13.81,False,14.31,0.73
CLASS_J2352+1749,358.02432000000005,17.82049,14.44,False,14.49,0.81
CRATES_J002132.55-255049.3,5.385619999999999,-25.84705,14.61,False,14.39,0.74
CRATES_J003659.39+183203.7,9.24755,18.53435,0.00,True,12.49,0.71
CRATES_J004901.37+225315.4,12.25571,22.887629999999998,14.20,False,14.33,0.85
CRATES_J005630.93-531931.5,14.128879999999999,-53.325419999999994,14.52,False,15.58,1.94
CRATES_J012018+405314,20.08021,40.891420000000004,0.00,True,16.11,1.39
CRATES_J022048+324116,35.20022,32.68513,13.08,True,12.75,0.86
CRATES_J023819+153323,39.582879999999996,15.55626,13.01,False,12.72,0.69
CRATES_J023939.13-135409.6,39.91304,-13.90267,0.00,True,12.66,1.0
CRATES_J032743.34-180342.0,51.93058,-18.06167,0.00,True,13.36,1.46
CRATES_J035515+390907,58.81913,39.15272,13.60,False,12.5,1.19
CRATES_J051015.50-181227.8,77.56387,-18.20776,12.06,False,12.42,0.89
CRATES_J060650+440144,91.70925,44.02802,0.00,True,13.66,1.12
CRATES_J070908.00+483655.8,107.28336000000002,48.61548,0.00,True,15.06,2.01
CRATES_J080608.79-045411.4,121.53661000000001,-4.90315,13.22,False,13.53,1.57
CRATES_J080736.06-120745.9,121.9,-12.128810000000001,13.07,False,12.67,0.91
CRATES_J081705+195836,124.27288999999999,19.978579999999997,13.53,False,13.54,0.94
CRATES_J083318.53-045459.4,128.32703999999998,-4.9165,12.80,False,12.7,1.17
CRATES_J084734+460933,131.89291,46.157779999999995,13.01,True,12.72,0.75
CRATES_J0906-1706,136.59046,-17.10678,14.26,True,14.52,0.87
CRATES_J095608.56+393516.2,149.03566,39.58783,13.08,False,12.95,0.81
CRATES_J101822.50+071518.2,154.59375,7.25506,0.00,True,13.14,2.25
CRATES_J105433+392803,163.63509,39.47011,12.60,False,12.57,0.71
CRATES_J110130+390434,165.37528999999998,39.07573,12.48,False,12.38,0.67
CRATES_J111027.78-183552.6,167.61571999999998,-18.59798,14.90,True,14.19,0.77
CRATES_J112431+230745,171.13162,23.13221,12.92,False,12.8,0.75
CRATES_J112916+370317,172.30964,37.05498,13.48,True,13.84,0.98
CRATES_J113514+301001,173.80872,30.16822,13.21,False,12.93,0.76
CRATES_J113903+403303,174.76138999999998,40.54857,12.35,False,12.46,0.61
CRATES_J114629-332828,176.61883999999998,-33.47964,0.00,True,12.73,0.88
CRATES_J121605.60+092927.3,184.02588,9.486,15.35,False,16.1,1.45
CRATES_J131038.52+244822.1,197.66047,24.80615,0.00,True,14.73,1.35
CRATES_J1540+6605,235.00005,66.09764,0.00,True,13.76,1.4
CRATES_J1621-1102,245.45828999999998,-11.0325,0.00,True,12.6,0.8
CRATES_J195016+731028,297.5726,73.1754,13.32,False,12.86,0.84
CRATES_J205011.52-244811.6,312.548,-24.80326,14.44,False,13.69,1.1
CRATES_J225312+323615,343.30208,32.6012,12.90,False,13.19,0.98
CRATES_J230047.83+711001.5,345.19928,71.16708,0.00,True,16.37,1.36
CRATES_J2312+7241,348.08206,72.69081,12.53,False,12.68,0.73
CRATES_J233930+024420,354.87379,2.73482,13.10,False,12.78,0.8
CRATES_J234922.56+453543.9,357.33763,45.59448,0.00,True,13.5,0.85
CTA_102,338.1517,11.73081,12.47,False,12.52,0.62
CTS_0490,351.3692,-35.96505,13.90,False,13.05,0.96
CTS_0561,325.4346,-55.1583,12.49,False,13.44,1.71
ESO_060515-4729.5,91.64889000000001,-47.49857,15.30,False,15.23,1.74
ESO_140425-2655.2,211.81492999999998,-27.158240000000003,13.22,False,14.77,0.84
ESO_248-,49.49033,-44.2381,15.38,True,17.66,1.31
EXO_0556.4-3838,89.5268,-38.642109999999995,16.58,False,17.12,0.95
EXO_0811.2+2949,123.60789,29.68768,15.81,False,15.1,0.72
EXO_1004.0+3509,151.7353,34.91255,14.24,False,15.95,0.68
FBQS_J0253-0124,43.31503,-1.40151,14.35,False,14.44,0.6
FBQS_J091052.0+390202,137.71681999999998,39.03393,13.85,False,15.02,0.69
FBQS_J111056.8+353907,167.73683,35.652,14.24,False,14.67,0.64
FBQS_J142455.5+361536,216.2313,36.26001,14.42,False,14.54,0.95
FIRST_J024302.9+004627,40.762209999999996,0.77425,14.77,False,16.1,1.64
FIRST_J094420.3+613550,146.08517,61.597280000000005,0.00,True,12.9,0.98
FIRST_J121134.2+390053,182.89266999999998,39.01494,0.00,False,17.07,0.92
FIRST_J125405.0+292708,193.52101000000002,29.45247,0.00,True,14.54,2.56
FIRST_J130948.8+371651,197.45366,37.28105,0.00,True,14.91,1.5
FIRST_J131146.0+395317,197.94208999999998,39.8881,13.88,False,15.42,0.91
FIRST_J133101.8+293216,202.75763,29.53792,13.22,False,13.19,0.83
FIRST_J135154.4+285007,207.9769,28.83553,0.00,True,14.92,0.76
FIRST_J141208.2+383521,213.03419,38.5892,14.24,False,16.38,0.89
FIRST_J150106.2+552750,225.27606,55.46411,14.05,False,14.34,0.99
FIRST_J150229.0+555204,225.62113,55.86801,13.95,True,13.74,1.49
FIRST_J171642.1+343856,259.17584,34.64891,0.00,True,13.38,1.48
Fornax_A,50.67,-37.21,12.52,False,13.96,0.83
FRBA_J0054-2455,13.69483,-24.92478,15.75,False,15.82,0.69
Galactic_Centre,266.41681,-29.00781,0.00,True,11.51,1.48
GALEXASC_J001420.46-045929.1,3.58514,-4.99134,13.04,False,13.25,1.11
GALEXASC_J004141.24-160746.6,10.42169,-16.12978,14.20,False,16.37,0.98
GALEXASC_J004859.14+422351.4,12.24646,42.397529999999996,0.00,False,16.17,0.75
GALEXASC_J010704.23-483129.5,16.73195,-48.524809999999995,13.15,False,13.71,2.31
GALEXASC_J014941.36-073354.9,27.391820000000003,-7.554760000000001,0.00,True,12.77,1.04
GALEXASC_J020110.83-434654.8,30.2955,-43.78203,0.00,False,16.28,1.98
GALEXASC_J020754.55+095014.0,31.977690000000003,9.83718,13.37,False,13.83,0.89
GALEXASC_J021608.28+030014.2,34.00192,3.00331,15.00,False,14.43,0.78
GALEXASC_J022134.87+251501.0,35.36235,25.24268,14.16,False,14.44,0.75
GALEXASC_J022404.29-185029.9,36.01856,-18.84233,14.32,False,14.8,0.55
GALEXASC_J031034.04-103714.3,47.642109999999995,-10.6208,14.66,True,14.5,2.04
GALEXASC_J031057.27-350033.4,47.73881,-35.00914,0.00,True,14.48,1.62
GALEXASC_J031103.24-440227.8,47.76358,-44.041109999999996,17.30,False,17.22,0.67
GALEXASC_J032647.30-340447.1,51.683859999999996,-34.05773,15.95,False,16.07,1.75
GALEXASC_J035051.31-281633.0,57.71383,-28.275779999999997,16.18,False,17.23,0.83
GALEXASC_J053626.90-254747.9,84.11205,-25.79672,15.80,False,16.17,0.72
GALEXASC_J103832.39-242416.9,159.6003,-24.39861,0.00,True,12.47,0.94
GALEXASC_J104756.99-373730.1,161.98723999999999,-37.62522,0.00,False,15.96,0.75
GALEXASC_J124919.46-054539.7,192.33068,-5.76105,0.00,True,14.44,0.86
GALEXASC_J124926.84-280857.5,192.33045,-28.1429,15.78,False,16.0,1.03
GALEXASC_J140252.65-182705.8,210.69065,-18.43234,0.00,True,13.23,0.89
GALEXASC_J143211.35+764355.6,218.04842000000002,76.73219,0.00,False,16.11,0.8
GALEXASC_J152603.17-083146.0,231.51326,-8.529589999999999,0.00,False,15.63,0.76
GALEXASC_J155432.61-121325.7,238.63576,-12.22364,15.67,False,16.41,1.02
GALEXASC_J162754.16+025110.2,246.9756,2.85261,13.81,False,14.31,0.73
GALEXASC_J185820.26+731714.3,284.58487,73.28699999999999,0.00,True,14.4,1.65
GALEXASC_J193419.64+600139.5,293.58182,60.02766999999999,15.60,False,15.79,0.62
GALEXASC_J210940.09+044000.8,317.41717,4.66677,0.00,True,15.42,2.1
GALEXASC_J221854.64+193841.6,334.72742,19.644820000000003,0.00,True,12.68,0.78
GALEXASC_J225957.26-155332.5,344.98856,-15.8926,13.74,False,14.44,0.62
GALEXASC_J231418.19-445521.8,348.53909,-44.93034,12.08,False,12.29,0.63
GALEXASC_J233112.94-030129.9,352.80405,-3.0251099999999997,15.62,False,15.65,0.96
GALEXASC_J234042.83+385510.7,355.17859,38.919940000000004,15.65,False,16.03,0.8
GALEXASC_J235729.76-483711.8,359.33762,-48.6384,13.29,False,12.87,0.81
GALEXMSC_J234339.73-562655.1,355.86291,-56.44003000000001,13.55,False,12.82,0.86
GB1_0751+485,118.69028999999999,48.39743,13.28,False,13.9,1.15
GB1_1155+486,179.61154,48.421170000000004,12.06,False,12.51,0.62
GB2_1217+348,185.03456,34.52271,13.72,False,14.2,0.96
GB6_B0800+2046,120.77779,20.64149,12.99,False,12.87,0.82
GB6_J0015+1700,3.91658,17.01139,0.00,True,12.75,0.68
GB6_J0015+5551,3.91729,55.86241,15.76,False,16.48,0.97
GB6_J0016+2440,4.01507,24.67075,0.00,True,14.44,0.89
GB6_J0017+1450,4.40375,14.85053,14.20,False,14.38,0.79
GB6_J0024+0349,6.18841,3.81766,0.00,True,13.41,1.03
GB6_J0028+3550,7.216539999999999,35.84335,13.88,False,14.31,0.81
GB6_J0028+7506,7.05439,75.10361999999999,13.50,False,13.03,0.72
GB6_J0043+3426,10.953510000000001,34.44058,13.77,False,13.11,1.64
GB6_J0045+1217,11.430589999999999,12.286610000000001,0.00,True,15.37,0.68
GB6_J0045+2127,11.33041,21.46111,15.90,False,15.78,0.63
GB6_J0047+5657,11.75179,56.961780000000005,13.74,True,12.9,0.77
GB6_J0048+2234,12.0109,22.59003,12.65,False,12.62,0.83
GB6_J0100+0745,15.08661,7.76428,14.58,True,12.74,0.78
GB6_J0102+4214,15.61312,42.238609999999994,13.81,False,13.08,0.82
GB6_J0103+4959,15.81538,49.99123,0.00,True,13.32,0.86
GB6_J0105+3928,16.288320000000002,39.47092,13.40,False,13.56,1.03
GB6_J0109+2400,17.311120000000003,24.00958,14.52,False,14.23,0.66
GB6_J0110+4345,17.75225,43.761,14.48,False,14.44,1.1
GB6_J0113+6416,18.4604,64.28147,14.04,True,13.4,0.84
GB6_J0114+1325,18.7199,13.42709,14.80,True,14.9,0.56
GB6_J0128+4439,22.17225,44.654990000000005,13.88,True,13.32,1.04
GB6_J0128+4901,22.03358,49.01833,0.00,True,13.35,1.33
GB6_J0138+2248,24.50477,22.80238,15.04,False,14.83,1.06
GB6_J0148+5202,27.084740000000004,52.03476,0.00,False,15.44,2.64
GB6_J0154+0823,28.511540000000004,8.39752,14.95,False,15.23,0.79
GB6_J0154+4433,28.72695,44.56055,14.30,False,13.6,0.98
GB6_J0158+0101,29.71988,1.02581,13.49,True,12.95,0.91
GB6_J0210+2517,32.51062,25.29046,14.88,False,14.3,0.77
GB6_J0219+0727,34.85702,7.45955,13.40,False,13.73,0.86
GB6_J0222+3731,35.56442,37.521,13.22,False,13.17,1.03
GB6_J0223+5413,35.85055,54.225919999999995,0.00,True,15.58,1.68
GB6_J0226+2311,36.63029,23.19034,14.01,True,14.26,0.7
GB6_J0239+1327,39.86347,13.46069,0.00,False,13.33,1.64
GB6_J0244+1320,41.19039,13.335339999999999,13.44,False,12.92,0.8
GB6_J0257+3357,44.282790000000006,33.95839,15.61,False,13.44,1.02
GB6_J0259+5451,44.88673,54.85564,0.00,True,13.54,1.38
GB6_J0301+2546,45.27225,25.78755,14.52,True,14.3,0.79
GB6_J0303+0554,45.875840000000004,5.90838,16.01,False,16.9,0.83
GB6_J0307+4915,46.86265,49.25271,0.00,True,14.07,1.08
GB6_J0316+0904,49.05305,9.07869,13.94,False,15.2,0.71
GB6_J0330+0439,52.68297,4.66795,13.32,True,13.04,0.84
GB6_J0331+6307,52.97465,63.137269999999994,14.16,True,13.42,1.08
GB6_J0332+1556,53.21678000000001,15.949010000000001,13.52,False,13.69,1.26
GB6_J0342+3858,55.56779,38.985079999999996,12.73,False,12.99,0.8
GB6_J0353+5654,58.28989,56.908590000000004,16.36,False,15.99,1.69
GB6_J0400+3921,60.18911,39.35272,13.53,True,12.9,0.72
GB6_J0411+3040,62.94365,30.663240000000002,12.13,False,12.61,0.85
GB6_J0418+3411,64.54146,34.19303,0.00,True,13.84,1.06
GB6_J0431+7403,67.93782,74.05742,15.59,False,15.76,0.97
GB6_J0442+6140,70.66937,61.6777,0.00,False,16.84,1.06
GB6_J0459+5441,74.9377,54.688480000000006,0.00,True,13.79,1.24
GB6_J0500+5238,75.08923,52.63393000000001,0.00,False,17.36,0.84
GB6_J0501+3048,75.42159000000001,30.80722,0.00,False,15.69,1.83
GB6_J0503+4517,75.91490999999999,45.2832,15.66,False,16.35,1.37
GB6_J0509+5546,77.32264,55.778,0.00,True,13.76,1.0
GB6_J0514+6244,78.59006,62.74434,12.80,False,12.64,0.97
GB6_J0515+1527,78.94731,15.45461,14.23,True,14.56,0.73
GB6_J0516+7350,79.13013000000001,73.8524,15.90,False,16.29,0.94
GB6_J0526+6317,81.52797,63.29139,13.46,False,13.64,1.06
GB6_J0529+0934,82.26066999999999,9.57652,0.00,False,17.23,0.78
GB6_J0540+5823,85.12504,58.39402,16.51,False,16.52,0.89
GB6_J0549+3258,87.27854,32.96771,0.00,False,14.46,0.97
GB6_J0555+0304,88.75413,3.0737099999999997,13.15,True,12.62,0.72
GB6_J0559+6409,89.99699,64.16622,0.00,False,16.23,1.36
GB6_J0601+5315,90.50186,53.26668000000001,0.00,False,16.51,1.33
GB6_J0601+5443,90.2571,54.72675,0.00,True,15.25,3.14
GB6_J0604+0000,91.24341,0.01204,0.00,True,15.5,1.61
GB6_J0611+2803,92.93058,28.06536,0.00,True,13.56,1.0
GB6_J0614+2426,93.67206999999999,24.43897,0.00,True,15.6,1.46
GB6_J0614+6139,93.67575,61.6523,0.00,True,12.7,0.82
GB6_J0617+4340,94.26135,43.67451,0.00,False,15.69,0.88
GB6_J0620+3806,95.07557,38.09052,0.00,True,13.59,2.18
GB6_J0623+3045,95.81681,30.749370000000003,0.00,True,14.3,0.78
GB6_J0625+4440,96.32611,44.667120000000004,13.32,True,13.18,1.26
GB6_J0629+2437,97.39795,24.63004,0.00,True,15.42,0.76
GB6_J0629+6900,97.34264,69.00551999999999,0.00,True,14.47,0.78
GB6_J0636+7138,99.17865,71.64536,12.69,False,13.08,1.19
GB6_J0638+5701,99.60724,57.030730000000005,0.00,True,13.1,0.75
GB6_J0638+6016,99.64898000000001,60.284169999999996,14.19,False,14.22,0.78
GB6_J0648+1749,102.09168000000001,17.81801,0.00,True,15.01,1.26
GB6_J0649+2228,102.32751999999999,22.46781,0.00,True,14.02,0.91
GB6_J0653+2816,103.43449,28.263140000000003,0.00,True,14.42,0.66
GB6_J0654+0925,103.61313,9.42636,0.00,True,15.07,1.41
GB6_J0654+5042,103.59205,50.70663,13.64,True,14.01,1.16
GB6_J0700+1304,105.05966000000001,13.07344,15.37,False,15.06,1.84
GB6_J0703+6808,105.81625,68.14199,15.45,False,15.94,0.82
GB6_J0706+3744,106.63207,37.74345,15.25,False,15.29,0.57
GB6_J0706+5309,106.53057,53.16529,13.47,True,13.1,0.92
GB6_J0708+2241,107.24287,22.693189999999998,14.44,False,15.3,0.59
GB6_J0708+4306,107.23858999999999,43.11481,0.00,True,12.94,1.96
GB6_J0712+5033,108.18201,50.556309999999996,13.16,False,13.25,0.98
GB6_J0713+5738,108.26893999999999,57.63615,14.95,True,13.68,2.23
GB6_J0723+2051,110.95143,20.85855,15.85,False,16.1,1.9
GB6_J0723+2859,110.97849,28.991629999999997,13.22,False,13.02,0.76
GB6_J0727+4827,111.99938999999999,48.455659999999995,14.88,False,14.56,0.96
GB6_J0728+5325,112.01318,53.421380000000006,12.07,False,12.7,0.76
GB6_J0729+6129,112.34571000000001,61.48666,0.00,True,13.22,0.8
GB6_J0733+0456,113.48942,4.93736,12.23,False,12.37,0.65
GB6_J0733+3650,113.35161000000001,36.834579999999995,13.72,False,13.11,0.72
GB6_J0733+4111,113.44505,41.18887,14.40,True,14.45,0.88
GB6_J0733+5909,113.27386000000001,59.14829,13.53,False,13.06,1.17
GB6_J0742+4900,115.51145,49.00434,11.99,False,12.92,0.73
GB6_J0742+5444,115.66578999999999,54.740190000000005,12.86,False,12.81,0.87
GB6_J0754+0452,118.52378999999999,4.8773599999999995,0.00,True,13.34,1.21
GB6_J0801+6639,120.40158000000001,66.65275,0.00,True,12.49,0.72
GB6_J0805+6745,121.25733999999999,67.76701,13.90,True,14.07,0.76
GB6_J0812+1141,123.10838000000001,11.69961,0.00,True,14.06,0.89
GB6_J0812+6508,123.17018999999999,65.15308,16.03,False,16.43,0.87
GB6_J0814+6431,123.66328999999999,64.52279,13.90,False,13.9,1.08
GB6_J0818+2813,124.61396,28.234109999999998,14.60,False,14.49,0.81
GB6_J0819+4037,124.85792,40.62887,13.58,False,14.22,0.72
GB6_J0820+2353,125.2133,23.8958,14.89,False,15.68,0.91
GB6_J0829+5108,127.45036,51.141020000000005,13.67,False,13.87,1.12
GB6_J0831+1746,127.88775,17.77519,14.66,False,15.23,1.32
GB6_J0834+6249,128.72576999999998,62.83019,12.64,False,12.7,0.95
GB6_J0835+0936,128.93005,9.62166,14.44,False,13.73,1.0
GB6_J0848+6605,132.22759,66.10264000000001,0.00,True,15.37,2.32
GB6_J0848+7017,132.16461999999999,70.29096,13.62,False,14.24,1.24
GB6_J0850+4855,132.50146,48.9163,13.30,False,13.86,0.92
GB6_J0851+5528,132.89971,55.47623000000001,13.60,False,14.06,0.71
GB6_J0856+7146,134.22862,71.77331,13.04,False,12.9,0.7
GB6_J0902+6444,135.72574,64.74410999999999,13.90,False,13.62,1.04
GB6_J0922+0433,140.61361000000002,4.56076,13.52,True,12.81,0.85
GB6_J0922+4458,140.6459,44.96363,12.97,False,12.91,0.82
GB6_J0929+5013,142.31433,50.226659999999995,13.35,False,13.02,1.27
GB6_J0934+3926,143.52778999999998,39.44226,13.05,True,12.91,0.7
GB6_J0936+1850,144.11526,18.83426,14.12,False,14.33,0.58
GB6_J0937+5008,144.30136000000002,50.1478,12.94,False,12.62,0.9
GB6_J0941+2721,145.46842,27.37163,13.44,False,13.17,1.05
GB6_J0941+4121,145.45689,41.351259999999996,13.20,False,12.85,0.84
GB6_J0945+5757,146.42598,57.96325,13.98,False,14.35,0.88
GB6_J0950+0615,147.51445,6.25106,13.56,False,13.75,1.0
GB6_J0958+7039,149.70758,70.6665,15.75,False,16.21,0.79
GB6_J1001+2911,150.29252,29.193759999999997,12.97,False,13.07,1.01
GB6_J1014+4112,153.57448,41.20492,12.86,False,13.59,0.83
GB6_J1018+0715,154.58871000000002,7.25212,0.00,True,12.76,0.75
GB6_J1019+6319,154.96199,63.33379,13.25,True,13.71,0.87
GB6_J1027+1831,156.93764,18.52743,13.00,False,13.08,1.02
GB6_J1027+7428,156.85061000000002,74.47391999999999,12.98,False,12.78,0.97
GB6_J1033+4222,158.3246,42.3764,15.45,False,15.55,0.95
GB6_J1035+5542,158.93978,55.71513,13.16,False,13.42,1.04
GB6_J1037+5711,159.43462,57.19879,14.47,False,15.84,0.84
GB6_J1039+7326,159.91456000000002,73.43249,12.94,False,13.69,1.01
GB6_J1040+0617,160.13177,6.28938,13.16,False,13.69,0.95
GB6_J1047+7238,161.94801,72.63693,14.65,False,14.19,0.84
GB6_J1049+1548,162.41398999999998,15.81044,0.00,True,14.87,0.87
GB6_J1053+4930,163.43386,49.49889,14.10,False,16.26,0.94
GB6_J1058+2817,164.62456,28.29617,13.35,False,13.54,1.17
GB6_J1102+5249,165.70775,52.836830000000006,14.08,True,13.5,1.52
GB6_J1102+7019,165.50566,70.31591999999999,12.28,False,12.69,0.98
GB6_J1105+3946,166.47425,39.78248,12.41,False,14.55,2.53
GB6_J1124+4933,171.22428,49.569379999999995,16.94,False,16.77,0.97
GB6_J1138+4858,174.50871,48.98256,12.96,False,12.81,0.99
GB6_J1143+6122,175.80041,61.369659999999996,13.58,False,14.39,0.59
GB6_J1152+2837,178.0446,28.6225,14.44,False,15.27,1.18
GB6_J1158+0937,179.72655,9.61992,14.72,True,14.81,0.94
GB6_J1200+1230,180.16683,12.51758,0.00,True,13.96,1.0
GB6_J1208+3015,182.01801,30.264,0.00,False,15.38,1.35
GB6_J1231+1421,187.84961,14.356779999999999,14.77,False,15.6,0.75
GB6_J1301+4416,195.44298,44.272,14.36,False,14.49,0.71
GB6_J1411+7424,212.89461,74.4081,14.30,False,14.34,1.66
GB6_J1439+4958,219.94572999999997,49.96818,13.02,True,12.77,0.81
GB6_J1518+4045,229.66208999999998,40.75005,15.70,False,15.59,2.22
GB6_J1542+6129,235.73727000000002,61.498709999999996,14.55,False,14.73,0.5
GB6_J1604+5714,241.15563999999998,57.24352,12.76,False,12.61,0.68
GB6_J1704+7138,256.19574,71.63821999999999,14.90,False,14.67,0.89
GB6_J1722+6105,260.66691000000003,61.099940000000004,12.44,False,12.46,0.69
