Right Ascension,Declination,Bag,Catalogue Peak,Estimated Peak,Estimate Error (95%)
162.24,50.1626,4.0,17.2,17.01,0.97
17.7083,-12.9176,3.0,17.2,17.29,0.84
170.9549,72.4999,0.0,17.2,17.30,0.76
171.0613,23.6758,2.0,17.2,16.66,1.86
18.9811,-27.7421,4.0,17.2,16.92,0.94
185.1857,69.0904,4.0,17.2,16.64,1.14
190.4225,34.6752,0.0,17.2,17.46,0.72
193.8692,9.1834,4.0,17.2,16.50,0.88
205.1242,44.1678,0.0,17.2,16.62,0.99
209.2089,-7.2269,2.0,17.2,16.91,0.92
211.7466,16.7022,4.0,17.2,16.59,0.97
221.276,-3.4368,2.0,17.2,17.23,0.90
224.614,48.5461,3.0,17.2,17.01,0.88
229.6905,6.2323,4.0,17.2,17.13,1.61
233.2969,18.9081,0.0,17.2,17.32,0.88
241.1939,33.7561,2.0,17.2,16.58,0.91
283.4669,67.232,1.0,17.2,16.37,0.96
29.0002,15.037,4.0,17.2,17.39,0.93
310.5251,24.4479,1.0,17.2,17.14,1.02
316.8382,-14.9051,2.0,17.2,16.60,0.75
33.4945,-69.8603,1.0,17.2,17.24,0.78
339.553,-39.6719,2.0,17.2,16.77,0.85
347.674,-43.7928,1.0,17.2,16.81,0.98
354.1754,23.9248,0.0,17.2,17.32,0.87
74.9041,-54.2854,4.0,17.2,16.54,0.89
84.1889,-25.9782,4.0,17.2,16.96,1.08
86.73,-68.8597,1.0,17.2,16.88,0.98
120.4,46.6401,0.0,17.3,17.02,1.05
137.0092,-9.9937,0.0,17.3,16.61,1.97
149.1175,-9.9553,3.0,17.3,17.00,0.84
150.6434,22.2708,0.0,17.3,17.03,0.79
154.0701,41.1368,4.0,17.3,16.90,0.95
159.8797,54.9301,1.0,17.3,16.64,0.95
165.9068,-23.4919,4.0,17.3,17.63,0.89
169.3231,0.1093,3.0,17.3,17.13,0.87
178.8119,-11.1896,3.0,17.3,16.60,1.05
181.7979,-17.7683,1.0,17.3,17.30,0.85
189.2734,30.3347,0.0,17.3,17.21,0.70
195.7303,50.9383,2.0,17.3,17.19,0.80
20.9098,-23.1829,3.0,17.3,17.06,0.93
202.1398,11.7557,1.0,17.3,17.40,0.79
22.3247,-3.7339,3.0,17.3,16.55,1.17
220.1576,-38.7819,1.0,17.3,17.21,0.95
236.2453,-66.6964,1.0,17.3,17.21,0.91
269.3044,70.5605,4.0,17.3,17.05,0.87
272.1904,24.3183,3.0,17.3,17.00,0.93
3.37,9.8251,4.0,17.3,17.00,1.11
310.4593,-37.5611,2.0,17.3,17.09,0.87
33.5747,51.7477,1.0,17.3,17.44,1.07
345.0515,40.8736,2.0,17.3,17.46,0.77
355.8899,34.6641,1.0,17.3,17.50,0.76
36.4154,-19.0098,3.0,17.3,16.40,1.06
49.9658,18.7596,3.0,17.3,17.12,0.98
52.2195,-57.2682,3.0,17.3,17.08,0.87
54.0991,-3.7941,3.0,17.3,17.34,0.83
96.9724,-15.3325,4.0,17.3,17.51,0.81
104.8872,-67.7306,0.0,17.4,17.19,0.80
14.5699,17.3871,3.0,17.4,17.24,0.83
149.7043,1.5388,0.0,17.4,16.85,0.89
150.0374,-0.0554,2.0,17.4,16.14,0.99
152.0476,47.0893,4.0,17.4,17.62,0.84
190.0884,-71.816,3.0,17.4,17.32,1.00
221.1455,63.6017,3.0,17.4,17.19,0.91
238.6006,20.1904,4.0,17.4,16.99,1.42
281.6777,56.2743,3.0,17.4,16.73,0.99
284.556,43.4144,4.0,17.4,15.09,3.09
3.4835,-18.9018,3.0,17.4,16.78,0.94
311.5023,-34.505,0.0,17.4,16.26,0.86
357.5751,-5.991,1.0,17.4,17.24,0.84
47.7636,-44.0411,2.0,17.4,17.22,0.67
77.4887,-64.2949,2.0,17.4,17.09,1.04
80.1749,65.5643,4.0,17.4,17.33,0.88
10.0575,40.8346,0.0,17.5,17.59,0.79
142.6566,49.8404,4.0,17.5,17.60,0.84
173.0386,-47.6481,2.0,17.5,17.19,0.94
182.8926,39.015,4.0,17.5,17.07,0.92
185.5366,3.1218,4.0,17.5,17.32,0.85
200.6637,49.7267,3.0,17.5,16.90,0.95
210.1129,-29.6601,0.0,17.5,17.35,0.92
210.3381,52.158,4.0,17.5,16.84,0.99
227.6713,33.5846,0.0,17.5,17.17,0.96
242.5169,67.174,0.0,17.5,17.04,0.97
249.2434,-12.8101,3.0,17.5,16.74,0.98
259.7597,55.4095,2.0,17.5,16.95,0.89
266.0122,46.628,0.0,17.5,17.46,0.74
295.8908,-5.5649,4.0,17.5,17.41,0.91
3.5477,-50.3764,3.0,17.5,16.95,0.84
306.7434,33.719,2.0,17.5,17.54,0.79
326.4679,7.3243,3.0,17.5,16.91,1.61
328.4825,-29.9125,4.0,17.5,16.88,0.94
33.6645,-43.5581,1.0,17.5,17.05,0.79
338.2033,-20.3739,1.0,17.5,17.11,0.91
346.6458,-11.0634,0.0,17.5,17.39,0.78
356.9721,54.6084,2.0,17.5,17.60,0.64
41.1678,-58.3318,0.0,17.5,17.67,0.83
50.9855,-1.1427,1.0,17.5,17.07,1.00
53.3011,-36.3296,3.0,17.5,17.01,0.95
57.0827,60.5857,2.0,17.5,17.55,0.70
57.7138,-28.2758,3.0,17.5,17.23,0.83
59.3587,-3.2998,4.0,17.5,17.27,0.88
65.5764,19.8486,4.0,17.5,17.34,1.02
66.3556,63.3339,4.0,17.5,16.95,0.93
66.889,-18.5029,4.0,17.5,17.44,0.99
76.7888,-38.9969,4.0,17.5,17.27,0.89
91.8099,-25.3165,0.0,17.5,17.22,0.88
94.0429,-17.5515,1.0,17.5,17.05,0.81
108.0787,57.3301,1.0,17.6,16.89,0.99
123.4086,-3.9546,0.0,17.6,16.95,0.88
145.9815,-7.1639,0.0,17.6,16.47,0.81
148.1006,75.0371,0.0,17.6,16.96,0.87
173.6862,-17.4838,4.0,17.6,16.91,0.89
182.9942,22.7092,3.0,17.6,17.49,0.78
196.6291,19.3789,4.0,17.6,17.44,0.88
198.7641,-42.6138,3.0,17.6,17.56,0.92
208.5278,53.4624,1.0,17.6,16.34,0.90
214.4861,25.7239,3.0,17.6,17.61,0.89
221.7368,-26.9495,3.0,17.6,17.42,0.85
222.3862,27.7728,0.0,17.6,17.17,0.82
225.9195,-15.6872,4.0,17.6,17.18,1.10
268.367,32.3136,3.0,17.6,17.14,0.96
286.0493,36.4496,0.0,17.6,15.93,0.78
314.1779,49.6682,4.0,17.6,16.90,1.68
331.783,36.1594,1.0,17.6,17.60,0.73
342.2947,-13.0008,1.0,17.6,16.44,0.96
359.3749,-17.3008,4.0,17.6,17.44,0.90
36.819,2.0334,0.0,17.6,16.35,0.80
41.6743,-33.7284,4.0,17.6,17.32,0.91
57.491,6.6906,3.0,17.6,17.31,0.89
57.6179,-51.7484,4.0,17.6,17.19,0.84
75.0895,52.6338,2.0,17.6,17.39,0.81
14.8205,-1.8382,1.0,17.7,17.16,0.93
140.2395,-22.956,3.0,17.7,17.53,0.82
143.6258,-17.3558,0.0,17.7,17.22,0.74
148.7829,35.8503,2.0,17.7,17.47,0.82
164.0275,2.8704,4.0,17.7,17.61,0.81
174.4818,-17.1784,2.0,17.7,17.61,0.77
182.6108,39.4857,4.0,17.7,17.18,0.98
183.3464,-26.3021,0.0,17.7,17.52,0.79
194.2849,26.8238,0.0,17.7,17.03,0.91
205.2713,39.996,4.0,17.7,17.57,1.04
220.701,12.0112,2.0,17.7,17.44,0.96
266.7604,49.6338,4.0,17.7,17.47,0.77
277.1398,-59.3485,0.0,17.7,17.61,0.80
282.094,65.616,0.0,17.7,16.84,0.86
294.2337,-47.3306,4.0,17.7,17.20,1.15
318.4738,13.5049,1.0,17.7,16.92,0.97
330.4826,-17.1168,1.0,17.7,17.25,0.75
341.6754,-52.1112,3.0,17.7,17.36,0.84
348.4889,14.7398,3.0,17.7,16.18,0.83
356.7701,51.705,0.0,17.7,16.28,1.44
36.4199,-56.3034,3.0,17.7,16.48,0.76
46.068,-28.5384,1.0,17.7,17.46,0.73
76.8636,-33.7765,2.0,17.7,16.95,0.79
82.2607,9.5765,0.0,17.7,17.23,0.78
84.5432,-39.1451,3.0,17.7,16.62,0.83
95.457,-34.1971,0.0,17.7,17.38,0.72
131.8039,11.5639,2.0,17.8,17.35,0.81
169.9149,-30.7891,4.0,17.8,17.24,0.93
20.9183,42.1716,4.0,17.8,17.66,0.97
202.7621,56.9282,0.0,17.8,16.89,0.79
203.874,-29.8441,0.0,17.8,17.10,1.03
215.662,58.0321,3.0,17.8,17.45,0.88
227.1779,27.1525,2.0,17.8,17.57,0.79
238.0427,31.9859,0.0,17.8,16.56,0.82
243.5587,54.7142,4.0,17.8,16.53,0.86
265.991,19.5859,3.0,17.8,16.92,1.60
276.0793,43.1637,1.0,17.8,17.56,0.73
282.1963,42.761,2.0,17.8,17.20,0.79
290.8558,-25.0358,4.0,17.8,17.29,0.80
310.0345,-71.25,4.0,17.8,17.28,1.04
327.5646,-14.1805,4.0,17.8,17.37,0.96
33.0703,-2.3655,2.0,17.8,17.30,0.82
348.2742,-60.0897,3.0,17.8,17.02,0.96
348.4495,-69.3919,3.0,17.8,17.10,0.89
63.1602,-39.4415,4.0,17.8,17.21,0.95
64.7327,13.4143,2.0,17.8,16.83,0.88
70.3645,15.0821,3.0,17.8,17.64,0.80
77.409,-4.0127,0.0,17.8,17.55,0.75
89.3201,-6.2852,3.0,17.8,17.30,0.84
101.7918,-51.5966,4.0,17.9,17.65,0.80
113.3616,51.8989,1.0,17.9,17.34,1.12
131.2178,28.0695,2.0,17.9,17.07,0.90
146.5843,1.081,0.0,17.9,17.49,0.77
172.6336,-78.0182,2.0,17.9,17.52,0.78
18.7572,-34.0076,4.0,17.9,17.61,0.82
193.4219,-39.5331,3.0,17.9,17.02,1.18
201.4245,-2.4694,1.0,17.9,17.38,0.74
213.6125,3.9646,4.0,17.9,17.33,0.79
241.3294,54.35,2.0,17.9,17.48,0.70
253.4676,39.7601,1.0,17.9,16.22,1.47
31.0538,-33.5614,3.0,17.9,17.70,0.75
50.2349,4.4134,0.0,17.9,17.55,0.74
57.3466,-11.9909,1.0,17.9,17.54,0.79
57.9772,-37.0623,3.0,17.9,17.36,0.83
76.0813,-9.9424,2.0,17.9,17.57,0.63
76.984,67.6234,0.0,17.9,16.48,0.85
8.3436,-20.6523,1.0,17.9,16.78,0.98
124.8232,-7.9406,3.0,18.0,17.67,0.78
128.2144,33.0031,4.0,18.0,17.36,0.81
152.8838,-44.3815,4.0,18.0,17.47,0.83
161.7145,-25.596,0.0,18.0,17.64,0.73
20.786,34.3468,1.0,18.0,17.76,0.77
218.4282,-73.0773,0.0,18.0,17.65,1.01
229.078,-15.3956,2.0,18.0,17.64,0.72
234.1948,1.6334,1.0,18.0,17.31,0.95
244.1372,37.9343,0.0,18.0,17.08,0.96
313.8676,-0.3547,1.0,18.0,17.64,0.81
326.0417,-19.9333,3.0,18.0,17.03,0.95
328.2722,-0.7084,0.0,18.0,17.54,0.77
342.9481,-32.1036,0.0,18.0,17.72,0.69
60.8524,-24.4964,0.0,18.0,17.24,0.85
107.6252,59.139,1.0,18.1,17.61,0.91
174.1254,67.6179,2.0,18.1,17.41,0.94
217.1359,42.6725,1.0,18.1,17.40,1.11
295.9843,21.3064,0.0,18.1,17.59,0.79
58.2395,-68.5214,4.0,18.1,17.83,0.89
87.669,-32.2712,4.0,18.1,17.76,1.12
155.5526,51.4001,1.0,18.2,17.48,0.79
8.9693,59.8345,0.0,18.2,17.24,0.95
29.2416,-53.0333,2.0,18.3,17.15,0.77
38.2025,20.2881,3.0,18.5,17.71,0.83
