Right Ascension,Declination,Bag,Catalogue Peak,Estimated Peak,Estimate Error (95%)
165.0875,42.1815,2.0,16.0,16.29,0.81
169.2906,58.9892,0.0,16.0,16.15,0.85
171.2652,21.7167,3.0,16.0,15.84,0.86
18.889,-3.0593,3.0,16.0,15.79,0.95
182.5739,2.3954,3.0,16.0,16.30,0.95
183.2534,51.4933,0.0,16.0,15.95,1.70
184.9405,-3.2399,1.0,16.0,15.29,0.52
185.0826,-37.2373,4.0,16.0,16.00,1.87
185.3102,35.3777,1.0,16.0,16.35,0.82
189.4128,62.9786,2.0,16.0,16.28,0.83
189.6085,44.527,1.0,16.0,15.95,0.76
189.8443,41.5476,0.0,16.0,16.58,0.75
191.1281,35.1675,1.0,16.0,16.26,1.03
192.3305,-28.1429,2.0,16.0,16.00,1.03
196.7997,11.8879,4.0,16.0,15.99,0.92
200.2392,22.4213,2.0,16.0,16.50,0.91
200.4195,-34.6312,3.0,16.0,16.13,1.13
202.4545,7.2384,4.0,16.0,16.51,1.06
204.1967,60.3469,2.0,16.0,16.34,0.89
205.7075,3.9795,4.0,16.0,16.13,0.94
207.8369,11.2481,4.0,16.0,15.58,0.52
208.9059,25.2525,1.0,16.0,16.47,0.90
209.8389,-11.8456,4.0,16.0,16.60,0.87
21.3479,-29.3465,2.0,16.0,16.28,0.82
211.6725,48.3069,2.0,16.0,16.31,0.89
212.9015,-2.6759,2.0,16.0,16.23,0.85
214.2773,62.7774,4.0,16.0,16.20,0.79
214.6655,24.5589,0.0,16.0,16.16,0.91
214.7513,77.5415,4.0,16.0,16.09,0.90
216.915,-25.3508,2.0,16.0,16.28,0.87
217.79,27.1723,2.0,16.0,16.56,0.88
218.0484,76.7322,1.0,16.0,16.11,0.80
218.365,24.6882,0.0,16.0,16.02,0.78
219.6002,8.9568,1.0,16.0,16.26,0.83
221.6868,-18.4903,0.0,16.0,16.25,0.80
222.4245,-9.1668,4.0,16.0,15.95,0.83
223.9321,-76.0145,3.0,16.0,16.03,0.63
224.2809,18.9108,3.0,16.0,16.00,0.83
226.1069,-0.795,0.0,16.0,15.90,0.96
226.2795,1.3582,4.0,16.0,16.37,0.97
226.5184,10.3758,4.0,16.0,16.26,0.93
226.7842,45.7264,1.0,16.0,16.38,1.03
228.1438,16.4778,0.0,16.0,16.27,0.90
228.3508,-7.9143,2.0,16.0,16.57,0.80
229.1733,29.3028,4.0,16.0,15.88,1.36
230.8169,58.5877,4.0,16.0,16.48,0.91
233.0093,30.2747,2.0,16.0,15.62,0.73
233.2744,52.7995,0.0,16.0,16.29,0.93
234.2125,39.7518,3.0,16.0,15.67,0.97
236.302,9.1927,2.0,16.0,15.91,0.84
237.3278,42.5835,4.0,16.0,16.09,0.85
239.2628,24.7051,0.0,16.0,16.11,0.97
239.3368,9.7226,1.0,16.0,16.36,0.93
241.5767,13.7591,2.0,16.0,15.96,1.03
241.587,56.5049,4.0,16.0,17.15,0.87
244.0352,22.6853,2.0,16.0,16.27,0.78
246.6077,35.2282,2.0,16.0,16.10,0.89
247.4145,70.2472,4.0,16.0,16.09,0.83
249.5068,73.4377,2.0,16.0,16.14,0.78
25.9465,-1.436,2.0,16.0,16.25,0.86
25.9912,-65.2076,1.0,16.0,15.80,0.85
250.8303,21.5187,3.0,16.0,15.95,0.97
255.3845,38.1844,1.0,16.0,16.44,0.88
270.9763,65.807,2.0,16.0,15.75,1.35
279.7048,48.0429,3.0,16.0,16.20,0.94
28.3049,-11.1075,0.0,16.0,16.45,0.79
280.531,52.2839,4.0,16.0,15.79,1.05
298.7619,-56.6746,2.0,16.0,15.80,0.59
299.502,24.635,0.0,16.0,16.41,0.84
3.6754,58.0337,2.0,16.0,16.39,0.98
30.6101,8.8204,0.0,16.0,15.82,1.43
303.8542,-14.5344,4.0,16.0,15.51,1.21
304.0815,49.8901,4.0,16.0,16.23,0.91
314.1546,22.3127,3.0,16.0,16.09,0.99
314.6947,-14.718,0.0,16.0,15.73,1.09
314.9106,-0.6322,1.0,16.0,16.35,0.85
315.3461,-45.8304,0.0,16.0,15.44,3.16
320.3561,-83.3207,0.0,16.0,16.03,0.82
322.4194,0.591,2.0,16.0,16.99,0.93
326.3758,10.1015,4.0,16.0,15.32,0.83
328.7986,-25.6319,4.0,16.0,16.20,0.83
331.7671,22.3754,2.0,16.0,15.74,0.91
334.2481,-67.4667,1.0,16.0,16.34,0.82
34.3783,-64.3869,1.0,16.0,15.69,1.01
34.8801,-64.3643,0.0,16.0,16.44,1.22
342.0808,-0.6116,3.0,16.0,16.18,1.01
345.1655,-53.5199,4.0,16.0,16.72,1.16
357.5972,-24.6008,3.0,16.0,16.41,0.89
38.3749,6.924,0.0,16.0,15.73,2.46
4.8175,5.5303,1.0,16.0,16.18,0.87
47.3585,-39.9911,0.0,16.0,15.92,0.71
48.1488,-22.3548,1.0,16.0,15.40,1.21
49.8198,19.0724,2.0,16.0,16.12,0.78
5.5398,-67.0862,3.0,16.0,16.37,0.85
54.7163,-53.407,3.0,16.0,15.94,0.86
60.3697,81.8866,1.0,16.0,16.47,0.80
73.494,12.0824,2.0,16.0,15.37,1.96
84.1211,-33.7174,3.0,16.0,15.77,0.69
84.407,-14.0778,2.0,16.0,15.94,0.83
86.7365,-22.0826,3.0,16.0,16.03,0.95
90.0625,12.7287,4.0,16.0,16.60,1.20
92.7775,43.3993,3.0,16.0,15.28,2.79
95.9078,-52.9656,3.0,16.0,15.71,0.65
1.7566,51.0834,0.0,16.1,16.29,0.90
10.0684,-27.3199,0.0,16.1,16.81,0.95
10.1703,-23.3668,4.0,16.1,16.28,0.93
101.1823,-28.8546,4.0,16.1,16.06,0.86
103.0024,-48.1498,1.0,16.1,15.98,1.03
109.1069,75.1169,1.0,16.1,16.17,0.85
11.2566,5.2042,2.0,16.1,15.80,0.84
11.9801,39.816,4.0,16.1,15.98,0.92
110.9514,20.8585,1.0,16.1,16.10,1.90
117.3732,74.8624,3.0,16.1,16.15,1.31
12.5645,-46.3031,0.0,16.1,15.88,0.86
12.7023,-34.4808,2.0,16.1,16.10,0.88
123.5886,29.6726,3.0,16.1,15.42,0.85
124.0124,-12.2649,2.0,16.1,16.24,0.76
125.3759,21.6227,0.0,16.1,16.04,0.91
125.8108,-63.4917,2.0,16.1,16.15,0.68
126.1161,62.8272,0.0,16.1,16.17,0.83
13.1477,-57.7767,2.0,16.1,16.01,0.85
13.9733,12.2927,3.0,16.1,15.72,0.86
133.5423,27.906,2.0,16.1,15.38,1.01
138.3615,78.4899,2.0,16.1,16.11,0.81
139.2164,52.6412,0.0,16.1,16.31,0.79
142.0769,4.3526,0.0,16.1,16.17,0.85
143.3416,21.5364,1.0,16.1,16.33,1.00
146.4046,-30.2259,0.0,16.1,16.45,0.92
146.9413,11.3394,1.0,16.1,15.93,2.22
148.2681,-76.9672,2.0,16.1,16.86,0.86
15.9718,35.223,4.0,16.1,16.03,0.81
155.2514,16.4317,4.0,16.1,16.18,0.75
159.9196,5.6025,0.0,16.1,16.10,1.05
167.9954,48.9504,0.0,16.1,16.17,0.84
168.0331,26.1344,4.0,16.1,16.25,0.77
169.5453,-16.7276,1.0,16.1,15.88,0.79
170.2488,1.7491,1.0,16.1,15.72,0.79
171.2617,-26.9008,2.0,16.1,16.52,0.87
179.7217,8.3287,3.0,16.1,15.90,0.95
186.1008,24.6066,2.0,16.1,16.70,0.99
187.2626,-14.0476,3.0,16.1,15.95,0.90
188.2714,17.0259,3.0,16.1,16.03,0.99
188.4726,14.9905,3.0,16.1,16.09,0.93
19.7692,-14.9829,1.0,16.1,16.63,0.86
190.3003,49.93,3.0,16.1,15.97,0.89
190.8031,36.4622,2.0,16.1,15.60,0.62
194.2323,26.5417,3.0,16.1,15.87,1.00
194.595,6.4742,1.0,16.1,16.56,0.79
202.7738,-0.3726,3.0,16.1,16.04,0.93
203.3582,62.5949,0.0,16.1,16.25,0.78
204.0505,23.333,1.0,16.1,15.98,0.67
205.7128,-35.5284,0.0,16.1,15.98,0.97
206.355,23.1772,0.0,16.1,16.25,0.87
206.4375,70.4843,4.0,16.1,16.24,0.86
207.2225,7.9466,1.0,16.1,16.25,0.79
208.4382,-39.6196,3.0,16.1,15.46,1.21
211.6781,53.1427,3.0,16.1,15.99,0.93
212.956,52.8167,2.0,16.1,15.04,2.99
213.0343,38.5892,4.0,16.1,16.31,0.91
219.8384,-12.7201,3.0,16.1,16.18,1.07
220.2927,1.0378,2.0,16.1,15.68,0.89
221.1921,47.716,0.0,16.1,16.18,0.90
222.5891,-27.5145,3.0,16.1,16.09,1.04
222.6852,-6.8349,3.0,16.1,16.32,0.85
224.1315,63.8433,3.0,16.1,16.19,0.83
227.9037,-16.8908,0.0,16.1,16.11,0.87
229.662,40.75,4.0,16.1,15.59,2.22
230.1638,-5.7781,3.0,16.1,16.16,1.03
231.6043,57.9821,0.0,16.1,16.25,0.87
232.0451,-67.5156,0.0,16.1,15.84,2.23
233.937,15.9808,2.0,16.1,15.98,1.02
235.0662,81.9182,4.0,16.1,16.35,1.03
24.1358,39.0998,0.0,16.1,16.19,0.87
242.9175,23.7555,4.0,16.1,16.27,0.83
247.3338,26.5647,1.0,16.1,16.38,0.92
258.8812,20.9932,3.0,16.1,16.00,0.94
26.4902,-28.4391,2.0,16.1,16.38,0.84
262.3282,52.9331,3.0,16.1,16.31,1.07
262.6866,38.0819,4.0,16.1,16.32,1.01
265.9897,37.8863,0.0,16.1,16.00,1.13
280.3405,29.1613,2.0,16.1,16.42,1.00
282.6001,26.5316,3.0,16.1,15.91,0.67
299.5528,69.7236,3.0,16.1,16.09,0.83
30.8087,-32.5867,0.0,16.1,16.71,0.93
300.2248,-36.7073,0.0,16.1,15.96,0.92
307.1262,76.7935,1.0,16.1,15.87,1.57
313.7369,0.2605,0.0,16.1,16.00,1.72
327.35,-56.5201,0.0,16.1,16.14,0.80
327.7155,11.3213,4.0,16.1,16.08,0.89
335.7245,-17.8892,0.0,16.1,16.01,0.75
342.1389,32.3928,1.0,16.1,16.00,0.87
343.1701,16.4653,3.0,16.1,16.03,1.04
346.3574,29.8033,1.0,16.1,16.22,0.85
346.8421,-12.0882,2.0,16.1,16.05,0.79
347.5974,31.3303,3.0,16.1,16.18,1.00
349.0356,-25.4506,4.0,16.1,16.08,0.82
35.2707,6.6611,3.0,16.1,16.47,0.89
352.4093,61.0206,0.0,16.1,16.51,0.73
357.2389,-31.3715,1.0,16.1,15.82,0.78
359.605,38.4824,2.0,16.1,16.14,1.12
359.9804,31.7667,0.0,16.1,16.15,0.84
38.1746,-11.3389,1.0,16.1,16.07,1.05
39.3918,-36.0579,4.0,16.1,16.00,0.69
42.0031,22.5222,3.0,16.1,15.80,0.99
63.5942,-3.8383,2.0,16.1,15.82,1.05
65.0559,40.1892,2.0,16.1,16.17,1.22
65.7832,-31.9995,2.0,16.1,16.20,0.88
68.387,-10.709,3.0,16.1,15.91,0.90
68.6708,9.3968,4.0,16.1,16.35,1.28
7.8356,-23.5671,3.0,16.1,16.93,0.94
72.2295,-10.3154,3.0,16.1,16.21,0.91
72.321,-42.3952,2.0,16.1,16.08,1.15
75.375,2.0668,3.0,16.1,15.96,0.87
76.7408,-54.5844,0.0,16.1,16.12,0.63
80.3902,-29.9634,1.0,16.1,16.30,0.77
81.1583,75.6669,4.0,16.1,16.12,0.83
82.1235,18.282,0.0,16.1,16.07,1.01
84.1244,-75.4036,0.0,16.1,16.56,0.87
87.7584,-47.4083,4.0,16.1,15.40,1.72
95.449,17.7931,3.0,16.1,15.30,1.13
96.46,48.9686,1.0,16.1,16.23,0.77
0.4922,-11.8464,1.0,16.2,16.15,0.78
10.5099,-14.6002,3.0,16.2,16.19,0.84
123.6473,18.5078,4.0,16.2,15.55,0.81
127.0048,23.2049,1.0,16.2,15.88,1.04
13.606,-36.1922,4.0,16.2,16.47,1.15
133.6673,16.4841,3.0,16.2,16.14,0.86
134.3755,6.4577,4.0,16.2,16.02,1.00
14.5342,-0.4049,4.0,16.2,16.08,0.88
143.164,10.7098,1.0,16.2,16.43,0.89
144.0963,-21.1777,1.0,16.2,16.72,0.94
146.2585,-4.8094,2.0,16.2,16.24,0.75
148.0094,-17.2454,4.0,16.2,15.85,0.73
149.7076,70.6665,4.0,16.2,16.21,0.79
155.3705,38.1125,4.0,16.2,16.27,0.76
156.346,4.0415,1.0,16.2,16.43,1.74
159.2331,-19.9067,4.0,16.2,15.95,1.03
163.8932,-1.4378,3.0,16.2,16.48,0.88
165.0878,40.3244,1.0,16.2,15.82,0.56
170.2003,42.2035,2.0,16.2,16.23,0.89
173.7481,21.5823,3.0,16.2,15.88,0.92
175.0978,15.4694,3.0,16.2,16.55,0.95
179.194,42.6354,2.0,16.2,16.13,0.82
179.2216,24.2128,3.0,16.2,16.15,0.88
180.2296,-14.511,1.0,16.2,16.14,0.97
180.8245,-39.4391,0.0,16.2,16.34,1.24
182.4096,2.1715,2.0,16.2,16.42,0.82
186.3554,-15.8881,2.0,16.2,16.23,0.77
188.5715,-38.9431,1.0,16.2,15.79,1.04
188.978,5.8704,4.0,16.2,16.24,0.98
190.4511,6.6003,4.0,16.2,16.25,1.42
191.7531,44.3886,3.0,16.2,16.25,0.78
196.9612,12.8079,2.0,16.2,15.95,1.10
197.3812,-22.7404,3.0,16.2,16.02,0.97
201.9374,-8.4936,3.0,16.2,16.29,0.86
211.7975,-18.7044,0.0,16.2,15.96,0.87
214.5905,35.8986,4.0,16.2,15.94,0.92
216.6897,24.2564,4.0,16.2,15.95,0.79
216.7938,5.6918,3.0,16.2,16.22,0.85
217.8228,11.1427,4.0,16.2,16.26,0.82
219.5134,-3.2533,2.0,16.2,15.91,0.84
219.9977,-23.6947,0.0,16.2,14.85,1.57
225.2778,42.3764,1.0,16.2,15.74,0.77
227.111,1.7794,3.0,16.2,15.69,0.83
232.149,20.0724,0.0,16.2,17.04,0.86
236.4441,-23.6579,2.0,16.2,16.05,0.88
237.2073,-22.8507,3.0,16.2,17.00,1.06
237.4295,-29.3971,1.0,16.2,16.55,1.06
24.4603,58.2365,1.0,16.2,16.67,1.92
241.388,9.2959,1.0,16.2,16.08,0.78
251.8375,13.3852,1.0,16.2,15.92,1.05
253.7674,66.0168,3.0,16.2,16.01,0.89
254.2298,-20.1823,0.0,16.2,16.01,0.73
254.9082,68.4386,3.0,16.2,15.38,0.81
256.141,-5.478,2.0,16.2,15.96,0.88
259.6726,36.0896,0.0,16.2,15.76,0.80
265.2874,-73.6374,1.0,16.2,16.47,0.81
266.1785,13.8008,0.0,16.2,16.00,1.19
266.4073,39.8585,1.0,16.2,15.10,2.64
276.3833,60.3228,1.0,16.2,15.85,0.82
277.228,-24.2931,4.0,16.2,15.63,1.64
280.1609,-77.158,3.0,16.2,14.23,1.66
280.446,32.3109,1.0,16.2,16.03,0.73
289.515,3.5086,3.0,16.2,15.90,0.76
289.5402,37.887,0.0,16.2,16.33,0.93
293.3345,7.4393,2.0,16.2,16.50,1.29
293.5532,-24.3223,1.0,16.2,16.23,1.39
293.8233,75.3259,2.0,16.2,16.26,0.83
30.9836,-24.7485,0.0,16.2,16.33,0.81
305.4327,-72.4366,2.0,16.2,16.05,0.73
307.632,22.5776,3.0,16.2,15.92,0.77
309.6871,-26.609,3.0,16.2,16.65,0.99
309.9214,-42.3478,2.0,16.2,16.18,0.87
322.7635,-27.7827,3.0,16.2,15.72,0.68
325.3787,21.2574,1.0,16.2,16.08,0.87
325.6984,19.9697,4.0,16.2,16.21,0.89
33.0239,-25.9662,2.0,16.2,15.85,0.77
333.5211,39.6494,1.0,16.2,16.71,0.87
34.1337,23.2473,1.0,16.2,16.35,0.78
340.1954,13.4341,2.0,16.2,16.41,0.94
342.5239,38.4103,1.0,16.2,16.70,1.04
350.166,-63.155,4.0,16.2,16.49,0.93
357.5566,1.8628,3.0,16.2,16.33,0.84
357.7962,-14.2665,2.0,16.2,15.40,1.40
359.8314,-20.7989,1.0,16.2,15.44,2.67
42.6581,17.2025,3.0,16.2,16.30,0.91
43.0479,32.0756,1.0,16.2,16.29,0.88
44.856,3.1252,0.0,16.2,16.07,0.99
47.6446,-50.2753,3.0,16.2,16.25,0.68
48.0224,31.3544,4.0,16.2,16.10,0.83
51.6973,-34.0799,4.0,16.2,16.15,0.85
65.0459,-60.2515,4.0,16.2,16.19,0.84
72.6637,-16.0368,1.0,16.2,15.95,1.35
76.507,-38.3488,4.0,16.2,16.24,0.92
79.13,73.8524,3.0,16.2,16.29,0.94
81.4268,-60.2278,1.0,16.2,15.29,1.11
83.9474,-31.8952,3.0,16.2,16.11,0.97
86.9441,-46.1194,4.0,16.2,15.85,1.14
91.9017,-74.3936,1.0,16.2,15.73,1.15
92.7672,68.499,1.0,16.2,16.20,0.85
94.6721,-17.5157,4.0,16.2,16.10,0.84
10.4217,-16.1298,4.0,16.3,16.37,0.98
10.5337,36.687,3.0,16.3,15.98,0.69
110.7487,-7.5263,4.0,16.3,16.02,1.17
111.373,-5.0601,3.0,16.3,15.03,3.51
113.3732,35.2619,3.0,16.3,16.32,0.93
119.3449,18.4915,0.0,16.3,16.34,0.90
119.9006,13.3549,3.0,16.3,16.54,0.94
12.2465,42.3975,1.0,16.3,16.17,0.75
12.412,-41.8605,4.0,16.3,16.32,0.90
121.361,75.5736,1.0,16.3,16.67,1.06
122.5502,-70.5131,1.0,16.3,16.33,1.39
126.7757,-7.1461,3.0,16.3,16.38,1.09
134.0303,71.3141,3.0,16.3,16.13,0.94
134.8776,62.2918,0.0,16.3,15.79,1.49
135.3835,-4.5003,0.0,16.3,16.77,0.98
137.0505,60.5946,3.0,16.3,16.12,0.88
14.8811,-35.1803,4.0,16.3,16.03,1.21
144.7688,49.273,2.0,16.3,16.14,0.78
145.0935,61.8073,1.0,16.3,15.98,0.70
148.5411,49.2499,4.0,16.3,16.27,0.77
149.5542,-67.8785,4.0,16.3,16.24,0.95
149.9491,-11.6238,1.0,16.3,16.31,0.83
15.7122,-20.0328,4.0,16.3,16.40,0.83
153.6528,-21.0286,0.0,16.3,16.09,0.81
154.2491,21.5546,0.0,16.3,16.55,1.01
157.1638,17.0363,3.0,16.3,16.01,1.47
16.4466,39.6561,4.0,16.3,16.86,1.00
161.4631,-40.0114,2.0,16.3,16.46,0.88
164.4615,-27.903,3.0,16.3,15.47,2.13
165.8037,44.0213,3.0,16.3,16.39,0.85
166.1138,38.2089,4.0,16.3,16.98,1.92
170.5485,43.2799,2.0,16.3,15.87,0.85
176.5036,-6.6486,1.0,16.3,16.10,0.69
182.211,45.4976,1.0,16.3,16.27,0.79
182.8707,-7.3777,0.0,16.3,15.92,0.80
183.7957,7.5346,3.0,16.3,16.69,0.91
185.9042,-30.5473,1.0,16.3,16.31,0.74
186.4034,-34.7894,3.0,16.3,16.66,0.81
188.0207,-10.9335,2.0,16.3,15.91,1.39
188.1498,-37.3491,3.0,16.3,15.88,0.84
19.6197,-51.2576,2.0,16.3,16.32,0.88
193.6985,-14.3641,3.0,16.3,16.31,0.94
199.166,20.9208,3.0,16.3,16.28,0.88
199.2274,30.2484,0.0,16.3,16.23,1.21
2.4884,13.683,2.0,16.3,16.77,1.08
201.5624,29.5586,4.0,16.3,16.29,1.48
202.6842,47.0664,1.0,16.3,15.49,0.64
204.6861,41.3754,3.0,16.3,16.40,0.93
204.8422,47.7036,3.0,16.3,16.21,1.23
204.9075,18.5166,0.0,16.3,16.52,0.84
21.8421,21.245,4.0,16.3,16.06,0.84
210.4593,-29.6972,1.0,16.3,16.48,0.89
211.4592,23.187,2.0,16.3,16.31,0.84
212.6127,27.9985,3.0,16.3,16.28,1.04
214.7712,13.5628,2.0,16.3,16.33,0.79
215.836,5.5,0.0,16.3,16.30,0.92
221.154,-25.1588,1.0,16.3,16.37,0.84
223.1022,-41.8308,1.0,16.3,15.29,0.52
228.6834,-77.3817,1.0,16.3,16.69,0.85
228.984,24.4389,2.0,16.3,15.77,1.32
229.4483,65.4231,0.0,16.3,16.60,0.94
234.4045,34.0301,4.0,16.3,16.29,0.87
235.9465,16.5314,0.0,16.3,16.03,0.86
236.078,4.9727,1.0,16.3,16.59,0.89
237.4429,-30.7503,0.0,16.3,16.17,0.67
237.4668,-6.9855,3.0,16.3,16.39,0.81
238.6357,-12.2236,2.0,16.3,16.41,1.02
242.514,45.2782,3.0,16.3,16.39,0.85
245.3134,-0.5278,4.0,16.3,16.32,0.94
245.4263,45.808,0.0,16.3,16.16,0.84
245.7469,44.0286,4.0,16.3,16.33,0.75
250.9403,-11.3237,3.0,16.3,15.56,1.37
251.0833,45.7789,3.0,16.3,15.93,1.46
256.5948,6.6465,1.0,16.3,15.91,0.80
257.5088,55.3426,1.0,16.3,16.54,1.10
257.5371,61.0399,1.0,16.3,16.36,1.65
258.9721,88.7376,1.0,16.3,16.19,0.90
26.9736,-60.4699,4.0,16.3,16.89,0.96
267.3747,46.5266,2.0,16.3,16.17,0.78
271.2141,32.3406,1.0,16.3,16.26,0.80
275.0874,36.3953,4.0,16.3,16.42,0.94
28.0828,36.6716,2.0,16.3,15.60,0.73
290.6762,-74.8991,2.0,16.3,16.40,0.84
291.2594,28.2617,4.0,16.3,16.77,1.67
297.5912,60.7983,0.0,16.3,16.12,0.80
3.9244,12.3126,3.0,16.3,16.04,0.86
300.6891,63.0426,0.0,16.3,16.65,0.84
31.1736,0.8327,2.0,16.3,15.52,0.77
313.4613,29.3874,1.0,16.3,16.82,0.94
317.4006,39.9204,4.0,16.3,16.12,0.71
32.159,35.3869,4.0,16.3,16.51,0.93
322.8975,-9.2565,2.0,16.3,16.27,0.82
323.7009,-16.7016,0.0,16.3,16.13,1.39
324.588,35.9732,2.0,16.3,16.66,0.94
328.0588,-12.0948,3.0,16.3,15.90,0.93
330.2805,-59.1113,1.0,16.3,16.42,0.86
330.562,10.6917,3.0,16.3,15.99,0.94
332.7847,-0.0506,4.0,16.3,16.25,1.04
336.6519,2.1771,1.0,16.3,16.21,0.83
341.1457,-72.5539,2.0,16.3,16.59,0.84
341.9717,44.221,1.0,16.3,16.42,0.95
346.3625,-67.7178,0.0,16.3,16.16,0.87
353.9708,-58.171,4.0,16.3,16.12,1.99
355.6609,36.3107,0.0,16.3,16.38,0.81
359.0507,40.6125,3.0,16.3,15.93,0.78
37.5248,19.8225,4.0,16.3,16.23,1.18
39.0232,-21.9288,0.0,16.3,16.31,0.80
39.6353,-31.2827,0.0,16.3,16.55,0.90
40.3145,-30.6945,1.0,16.3,16.42,0.77
40.7622,0.7742,0.0,16.3,16.10,1.64
46.8277,-20.8662,1.0,16.3,16.24,0.86
48.2095,36.2555,0.0,16.3,15.68,2.13
48.5996,6.3324,2.0,16.3,16.71,1.06
5.504,0.1161,3.0,16.3,17.09,0.88
54.7483,-28.7722,0.0,16.3,15.73,0.63
64.9557,84.6433,0.0,16.3,16.48,0.83
7.8366,5.2259,1.0,16.3,16.37,0.92
70.626,-0.3083,1.0,16.3,14.60,2.72
8.094,-47.4267,4.0,16.3,16.39,0.80
85.1251,58.394,0.0,16.3,16.52,0.89
90.5018,53.2667,4.0,16.3,16.51,1.33
91.2085,83.5261,3.0,16.3,16.33,1.03
93.8262,-78.475,1.0,16.3,16.51,0.91
1.6121,1.6029,2.0,16.4,16.06,0.99
100.2097,24.5553,3.0,16.4,15.71,0.79
107.4496,-30.1516,4.0,16.4,16.52,0.92
109.7859,-70.901,1.0,16.4,16.14,0.64
111.4495,-5.809,1.0,16.4,16.47,0.78
12.366,39.8344,3.0,16.4,15.68,0.86
12.3747,-24.3124,0.0,16.4,16.19,0.83
120.2589,64.7471,4.0,16.4,16.11,0.84
127.2701,17.9044,2.0,16.4,15.56,2.50
128.4879,47.4482,0.0,16.4,16.49,0.82
130.7925,50.5695,4.0,16.4,16.57,0.93
134.8357,0.7867,1.0,16.4,16.56,0.97
137.0381,-7.4525,1.0,16.4,16.32,0.76
140.7167,75.9009,3.0,16.4,16.62,0.90
150.5096,34.1436,3.0,16.4,16.25,0.85
151.034,14.8194,2.0,16.4,16.38,0.85
151.1866,37.87,2.0,16.4,16.37,0.77
153.7672,49.4336,0.0,16.4,15.82,1.21
155.3483,-30.0391,2.0,16.4,16.34,0.79
161.4575,-41.7195,4.0,16.4,16.56,1.09
162.4116,27.7036,2.0,16.4,15.65,0.82
170.805,-9.0737,4.0,16.4,16.54,0.94
171.55,-20.6236,0.0,16.4,16.48,0.82
172.772,-9.7351,2.0,16.4,16.36,0.74
175.4242,-14.1318,2.0,16.4,16.28,0.98
176.9435,67.6517,1.0,16.4,16.37,1.11
18.1365,-32.0283,1.0,16.4,16.24,0.80
182.0751,-29.6332,3.0,16.4,16.92,1.03
185.7802,11.0106,2.0,16.4,16.39,0.86
187.8808,64.2384,4.0,16.4,16.84,1.07
188.5099,28.2506,2.0,16.4,16.20,0.73
192.5647,31.9332,3.0,16.4,16.28,0.81
193.4973,62.716,2.0,16.4,15.74,1.35
193.9503,14.1858,2.0,16.4,16.39,0.88
194.5894,21.3975,2.0,16.4,15.99,1.24
194.786,41.4939,0.0,16.4,16.49,0.90
196.3803,38.9228,1.0,16.4,16.40,0.78
200.005,34.7459,3.0,16.4,16.30,1.18
208.3669,56.0158,0.0,16.4,16.23,0.81
210.092,-40.1399,3.0,16.4,16.50,0.88
211.6493,-0.9302,2.0,16.4,16.16,0.78
212.919,34.0735,4.0,16.4,16.08,1.35
215.6143,23.6278,4.0,16.4,16.33,0.87
225.0843,-2.023,2.0,16.4,16.26,0.86
23.7793,2.9285,3.0,16.4,15.98,1.05
237.1137,-21.185,0.0,16.4,16.03,0.86
240.0223,-25.411,4.0,16.4,15.97,1.45
245.0327,32.5078,4.0,16.4,16.24,0.85
245.1848,34.5864,3.0,16.4,16.17,0.85
247.4916,53.1848,1.0,16.4,16.47,0.87
256.0399,12.5727,1.0,16.4,16.25,0.94
257.8194,57.4217,1.0,16.4,16.53,0.93
263.3707,45.3307,3.0,16.4,16.11,0.94
276.9856,26.5537,3.0,16.4,15.65,0.81
281.3088,55.8784,1.0,16.4,16.27,0.84
29.9733,0.8042,0.0,16.4,15.92,0.86
290.4902,58.2837,2.0,16.4,16.03,0.96
298.7527,-16.0606,4.0,16.4,17.02,1.12
307.9837,-34.9808,4.0,16.4,16.11,0.92
309.2062,-33.4751,2.0,16.4,16.74,0.81
309.7362,-18.9878,4.0,16.4,16.09,0.82
31.0684,-31.7493,4.0,16.4,15.96,1.03
310.0276,-46.3383,4.0,16.4,16.69,0.92
32.34,-52.4896,1.0,16.4,16.34,0.84
325.6657,-20.472,1.0,16.4,16.44,0.75
33.5409,-47.5431,2.0,16.4,15.99,0.96
33.8135,-16.2939,2.0,16.4,16.53,0.78
339.8701,-24.6623,2.0,16.4,16.42,0.82
346.153,37.0854,0.0,16.4,16.41,0.80
349.7746,-42.1134,3.0,16.4,15.79,0.85
350.2955,-12.267,0.0,16.4,16.77,0.86
352.3094,37.904,2.0,16.4,16.23,0.98
354.7465,2.8525,1.0,16.4,15.49,1.42
356.9785,-66.5127,2.0,16.4,16.30,0.83
359.821,2.2556,2.0,16.4,16.15,0.87
42.6982,56.4932,2.0,16.4,16.86,0.96
44.2828,33.9584,4.0,16.4,13.44,1.02
49.0596,-64.6254,3.0,16.4,16.29,0.76
56.0101,73.0207,3.0,16.4,16.30,0.96
58.2853,82.942,2.0,16.4,16.07,1.07
58.2897,56.9085,3.0,16.4,15.99,1.69
58.8864,-48.8596,3.0,16.4,16.14,0.91
6.6484,-46.0194,1.0,16.4,16.01,0.63
60.3597,-8.0331,4.0,16.4,16.27,0.75
67.2507,-32.6114,2.0,16.4,16.36,0.89
7.3692,20.8927,3.0,16.4,16.35,0.89
75.6697,-12.0749,3.0,16.4,16.01,0.86
77.3037,-73.2988,4.0,16.4,16.41,0.90
